itemId,itemName,icon,rarity,slot,type,location
8094,Platemail Armor,inv_chest_plate04,common,Chest,Plate,
8106,Hibernal Armor,inv_shirt_06,uncommon,Chest,Cloth,
8107,Hibernal Boots,inv_boots_09,uncommon,Feet,Cloth,
8108,Hibernal Bracers,inv_bracer_06,uncommon,Wrist,Cloth,
8109,Hibernal Cloak,inv_misc_cape_15,uncommon,Back,Cloth,
8110,Hibernal Gloves,inv_gauntlets_23,uncommon,Hands,Cloth,
8111,Hibernal Mantle,inv_shoulder_18,uncommon,Shoulder,Cloth,
8112,Hibernal Pants,inv_pants_14,uncommon,Legs,Cloth,
8113,Hibernal Robe,inv_chest_cloth_01,uncommon,Chest,Cloth,
8114,Hibernal Sash,inv_belt_25,uncommon,Waist,Cloth,
8115,Hibernal Cowl,inv_helmet_32,uncommon,Head,Cloth,
8116,Heraldic Belt,inv_belt_12,uncommon,Waist,Leather,
8117,Heraldic Boots,inv_boots_01,uncommon,Feet,Leather,
8118,Heraldic Bracers,inv_bracer_03,uncommon,Wrist,Leather,
8119,Heraldic Breastplate,inv_chest_leather_02,uncommon,Chest,Leather,
8120,Heraldic Cloak,inv_misc_cape_18,uncommon,Back,Cloth,
8121,Heraldic Gloves,inv_gauntlets_15,uncommon,Hands,Leather,
8122,Heraldic Headpiece,inv_helmet_25,uncommon,Head,Leather,
8123,Heraldic Leggings,inv_pants_06,uncommon,Legs,Leather,
8124,Heraldic Spaulders,inv_shoulder_23,uncommon,Shoulder,Leather,
8125,Myrmidon's Bracers,inv_bracer_03,uncommon,Wrist,Mail,
8126,Myrmidon's Breastplate,inv_chest_chain_06,uncommon,Chest,Mail,
8127,Myrmidon's Cape,inv_misc_cape_14,uncommon,Back,Cloth,
8128,Myrmidon's Gauntlets,inv_gauntlets_04,uncommon,Hands,Mail,
8129,Myrmidon's Girdle,inv_belt_06,uncommon,Waist,Mail,
8130,Myrmidon's Greaves,inv_boots_01,uncommon,Feet,Mail,
8131,Myrmidon's Helm,inv_helmet_10,uncommon,Head,Mail,
8132,Myrmidon's Leggings,inv_pants_12,uncommon,Legs,Mail,
8133,Myrmidon's Pauldrons,inv_shoulder_26,uncommon,Shoulder,Mail,
8134,Myrmidon's Defender,inv_shield_02,uncommon,Off Hand,Shield,
8135,Chromite Shield,inv_shield_04,uncommon,Off Hand,Shield,
8137,Chromite Bracers,inv_bracer_14,uncommon,Wrist,Plate,
8138,Chromite Chestplate,inv_chest_plate14,uncommon,Chest,Plate,
8139,Chromite Gauntlets,inv_gauntlets_28,uncommon,Hands,Plate,
8140,Chromite Girdle,inv_belt_14,uncommon,Waist,Plate,
8141,Chromite Greaves,inv_boots_05,uncommon,Feet,Plate,
8142,Chromite Barbute,inv_helmet_22,uncommon,Head,Plate,
8143,Chromite Legplates,inv_pants_03,uncommon,Legs,Plate,
8144,Chromite Pauldrons,inv_shoulder_29,uncommon,Shoulder,Plate,
8156,Jouster's Wristguards,inv_bracer_07,uncommon,Wrist,Plate,
8157,Jouster's Chestplate,inv_chest_plate11,uncommon,Chest,Plate,
8158,Jouster's Gauntlets,inv_gauntlets_17,uncommon,Hands,Plate,
8159,Jouster's Girdle,inv_belt_22,uncommon,Waist,Plate,
8160,Jouster's Greaves,inv_boots_plate_02,uncommon,Feet,Plate,
8161,Jouster's Visor,inv_helmet_57,uncommon,Head,Plate,
8162,Jouster's Legplates,inv_pants_03,uncommon,Legs,Plate,
8163,Jouster's Pauldrons,inv_shoulder_12,uncommon,Shoulder,Plate,
8174,Comfortable Leather Hat,inv_helmet_15,uncommon,Head,Leather,Crafted
8175,Nightscape Tunic,inv_chest_leather_03,uncommon,Chest,Leather,Crafted
8176,Nightscape Headband,inv_belt_24,uncommon,Head,Leather,Crafted
8177,Practice Sword,inv_sword_45,common,Two-hand,Sword,
8178,Training Sword,inv_sword_45,uncommon,Two-hand,Sword,
8179,Cadet's Bow,inv_weapon_bow_05,common,Ranged,Bow,
8180,Hunting Bow,inv_weapon_bow_03,uncommon,Ranged,Bow,
8181,Hunting Rifle,inv_weapon_rifle_04,common,Ranged,Gun,
8182,Pellet Rifle,inv_weapon_rifle_04,common,Ranged,Gun,
8183,Precision Bow,inv_weapon_bow_04,uncommon,Ranged,Bow,
8184,Firestarter,inv_wand_11,uncommon,Ranged,Wand,
8185,Turtle Scale Leggings,inv_pants_02,uncommon,Legs,Mail,Crafted
8186,Dire Wand,inv_wand_06,uncommon,Ranged,Wand,
8187,Turtle Scale Gloves,inv_gauntlets_05,uncommon,Hands,Mail,Crafted
8188,Explosive Shotgun,inv_weapon_rifle_08,uncommon,Ranged,Gun,
8189,Turtle Scale Breastplate,inv_chest_chain_12,uncommon,Chest,Mail,Crafted
8190,Hanzo Sword,inv_sword_10,rare,One-hand,Sword,BOE
8191,Turtle Scale Helm,inv_helmet_40,uncommon,Head,Mail,Crafted
8192,Nightscape Shoulders,inv_shoulder_07,uncommon,Shoulder,Leather,Crafted
8193,Nightscape Pants,inv_pants_11,uncommon,Legs,Leather,Crafted
8194,Goblin Nutcracker,inv_hammer_06,uncommon,One-hand,Mace,
8196,Ebon Scimitar,inv_sword_36,uncommon,One-hand,Sword,
8197,Nightscape Boots,inv_boots_05,uncommon,Feet,Leather,Crafted
8198,Turtle Scale Bracers,inv_bracer_06,uncommon,Wrist,Mail,Crafted
8199,Battlefield Destroyer,inv_sword_26,uncommon,Two-hand,Sword,
8200,Big Voodoo Robe,inv_chest_cloth_25,uncommon,Chest,Leather,Crafted
8201,Big Voodoo Mask,inv_banner_01,uncommon,Head,Leather,Crafted
8202,Big Voodoo Pants,inv_pants_02,uncommon,Legs,Leather,Crafted
8203,Tough Scorpid Breastplate,inv_chest_leather_02,uncommon,Chest,Mail,Crafted
8204,Tough Scorpid Gloves,inv_gauntlets_24,uncommon,Hands,Mail,Crafted
8205,Tough Scorpid Bracers,inv_bracer_09,uncommon,Wrist,Mail,Crafted
8206,Tough Scorpid Leggings,inv_pants_12,uncommon,Legs,Mail,Crafted
8207,Tough Scorpid Shoulders,inv_shoulder_04,uncommon,Shoulder,Mail,Crafted
8208,Tough Scorpid Helm,inv_helmet_20,uncommon,Head,Mail,Crafted
8209,Tough Scorpid Boots,inv_boots_05,uncommon,Feet,Mail,Crafted
8210,Wild Leather Shoulders,inv_shoulder_18,uncommon,Shoulder,Leather,Crafted
8211,Wild Leather Vest,inv_chest_cloth_06,uncommon,Chest,Leather,Crafted
8212,Wild Leather Leggings,inv_pants_14,uncommon,Legs,Leather,Crafted
8213,Wild Leather Boots,inv_boots_07,uncommon,Feet,Leather,Crafted
8214,Wild Leather Helmet,inv_helmet_10,uncommon,Head,Leather,Crafted
8215,Wild Leather Cloak,inv_misc_cape_03,uncommon,Back,Cloth,Crafted
8216,Big Voodoo Cloak,inv_misc_cape_02,uncommon,Back,Cloth,Crafted
8223,Blade of the Basilisk,inv_sword_43,rare,One-hand,Sword,BOE
8224,Silithid Ripper,inv_weapon_shortblade_26,uncommon,Main Hand,Sword,
8225,Tainted Pierce,inv_sword_30,rare,One-hand,Sword,
8226,The Butcher,inv_sword_18,rare,Main Hand,Sword,
8245,Imperial Red Tunic,inv_shirt_03,uncommon,Chest,Cloth,
8246,Imperial Red Boots,inv_boots_02,uncommon,Feet,Cloth,
8247,Imperial Red Bracers,inv_bracer_13,uncommon,Wrist,Cloth,
8248,Imperial Red Cloak,inv_misc_cape_18,uncommon,Back,Cloth,
8249,Imperial Red Gloves,inv_gauntlets_19,uncommon,Hands,Cloth,
8250,Imperial Red Mantle,inv_shoulder_23,uncommon,Shoulder,Cloth,
8251,Imperial Red Pants,inv_pants_06,uncommon,Legs,Cloth,
8252,Imperial Red Robe,inv_chest_cloth_25,uncommon,Chest,Cloth,
8253,Imperial Red Sash,inv_belt_29,uncommon,Waist,Cloth,
8254,Imperial Red Circlet,inv_crown_01,uncommon,Head,Cloth,
8255,Serpentskin Girdle,inv_belt_12,uncommon,Waist,Leather,
8256,Serpentskin Boots,inv_boots_01,uncommon,Feet,Leather,
8257,Serpentskin Bracers,inv_bracer_03,uncommon,Wrist,Leather,
8258,Serpentskin Armor,inv_chest_leather_02,uncommon,Chest,Leather,
8259,Serpentskin Cloak,inv_misc_cape_17,uncommon,Back,Cloth,
8260,Serpentskin Gloves,inv_gauntlets_15,uncommon,Hands,Leather,
8261,Serpentskin Helm,inv_helmet_08,uncommon,Head,Leather,
8262,Serpentskin Leggings,inv_pants_06,uncommon,Legs,Leather,
8263,Serpentskin Spaulders,inv_shoulder_23,uncommon,Shoulder,Leather,
8264,Ebonhold Wristguards,inv_bracer_03,uncommon,Wrist,Mail,
8265,Ebonhold Armor,inv_chest_chain_17,uncommon,Chest,Mail,
8266,Ebonhold Cloak,inv_misc_cape_05,uncommon,Back,Cloth,
8267,Ebonhold Gauntlets,inv_gauntlets_15,uncommon,Hands,Mail,
8268,Ebonhold Girdle,inv_belt_26,uncommon,Waist,Mail,
8269,Ebonhold Boots,inv_boots_05,uncommon,Feet,Mail,
8270,Ebonhold Helmet,inv_helmet_06,uncommon,Head,Mail,
8271,Ebonhold Leggings,inv_pants_03,uncommon,Legs,Mail,
8272,Ebonhold Shoulderpads,inv_shoulder_27,uncommon,Shoulder,Mail,
8273,Valorous Wristguards,inv_bracer_16,uncommon,Wrist,Plate,
8274,Valorous Chestguard,inv_chest_cloth_05,uncommon,Chest,Plate,
8275,Ebonhold Buckler,inv_shield_04,uncommon,Off Hand,Shield,
8276,Valorous Gauntlets,inv_gauntlets_29,uncommon,Hands,Plate,
8277,Valorous Girdle,inv_belt_19,uncommon,Waist,Plate,
8278,Valorous Greaves,inv_boots_plate_08,uncommon,Feet,Plate,
8279,Valorous Helm,inv_helmet_22,uncommon,Head,Plate,
8280,Valorous Legguards,inv_pants_12,uncommon,Legs,Plate,
8281,Valorous Pauldrons,inv_shoulder_28,uncommon,Shoulder,Plate,
8282,Valorous Shield,inv_shield_02,uncommon,Off Hand,Shield,
8283,Arcane Armor,inv_shirt_13,uncommon,Chest,Cloth,
8284,Arcane Boots,inv_boots_05,uncommon,Feet,Cloth,
8285,Arcane Bands,inv_bracer_09,uncommon,Wrist,Cloth,
8286,Arcane Cloak,inv_misc_cape_16,uncommon,Back,Cloth,
8287,Arcane Gloves,inv_gauntlets_06,uncommon,Hands,Cloth,
8288,Arcane Pads,inv_shoulder_02,uncommon,Shoulder,Cloth,
8289,Arcane Leggings,inv_pants_13,uncommon,Legs,Cloth,
8290,Arcane Robe,inv_chest_cloth_29,uncommon,Chest,Cloth,
8291,Arcane Sash,inv_belt_04,uncommon,Waist,Cloth,
8292,Arcane Cover,inv_helmet_11,uncommon,Head,Cloth,
8293,Traveler's Belt,inv_belt_12,uncommon,Waist,Leather,
8294,Traveler's Boots,inv_boots_01,uncommon,Feet,Leather,
8295,Traveler's Bracers,inv_bracer_03,uncommon,Wrist,Leather,
8296,Traveler's Jerkin,inv_chest_leather_05,uncommon,Chest,Leather,
8297,Traveler's Cloak,inv_misc_cape_18,uncommon,Back,Cloth,
8298,Traveler's Gloves,inv_gauntlets_15,uncommon,Hands,Leather,
8299,Traveler's Helm,inv_helmet_08,uncommon,Head,Leather,
8300,Traveler's Leggings,inv_pants_06,uncommon,Legs,Leather,
8301,Traveler's Spaulders,inv_shoulder_23,uncommon,Shoulder,Leather,
8302,Hero's Bracers,inv_bracer_17,uncommon,Wrist,Mail,
8303,Hero's Breastplate,inv_chest_plate14,uncommon,Chest,Mail,
8304,Hero's Cape,inv_misc_cape_02,uncommon,Back,Cloth,
8305,Hero's Gauntlets,inv_gauntlets_09,uncommon,Hands,Mail,
8306,Hero's Belt,inv_belt_30,uncommon,Waist,Mail,
8307,Hero's Boots,inv_boots_plate_08,uncommon,Feet,Mail,
8308,Hero's Band,inv_crown_01,uncommon,Head,Mail,
8309,Hero's Leggings,inv_pants_03,uncommon,Legs,Mail,
8310,Hero's Pauldrons,inv_shoulder_23,uncommon,Shoulder,Mail,
8311,Alabaster Plate Vambraces,inv_bracer_16,uncommon,Wrist,Plate,
8312,Alabaster Breastplate,inv_chest_chain_05,uncommon,Chest,Plate,
8313,Hero's Buckler,inv_shield_07,uncommon,Off Hand,Shield,
8314,Alabaster Plate Gauntlets,inv_gauntlets_26,uncommon,Hands,Plate,
8315,Alabaster Plate Girdle,inv_belt_18,uncommon,Waist,Plate,
8316,Alabaster Plate Greaves,inv_boots_plate_06,uncommon,Feet,Plate,
8317,Alabaster Plate Helmet,inv_helmet_16,uncommon,Head,Plate,
8318,Alabaster Plate Leggings,inv_pants_01,uncommon,Legs,Plate,
8319,Alabaster Plate Pauldrons,inv_shoulder_29,uncommon,Shoulder,Plate,
8320,Alabaster Shield,inv_shield_04,uncommon,Off Hand,Shield,
8345,Wolfshead Helm,inv_helmet_04,rare,Head,Leather,Crafted
8346,Gauntlets of the Sea,inv_gauntlets_30,rare,Hands,Leather,Crafted
8347,Dragonscale Gauntlets,inv_gauntlets_10,rare,Hands,Mail,Crafted
8348,Helm of Fire,inv_helmet_08,rare,Head,Leather,Crafted
8349,Feathered Breastplate,inv_chest_leather_06,rare,Chest,Leather,Crafted
8350,The 1 Ring,inv_jewelry_ring_03,uncommon,Finger,Finger,
8367,Dragonscale Breastplate,inv_chest_chain_07,rare,Chest,Mail,Crafted
8624,Red Sparkler,inv_wand_06,common,Off Hand,Held In Off-Hand,
8625,White Sparkler,inv_wand_07,common,Off Hand,Held In Off-Hand,
8626,Blue Sparkler,inv_wand_05,common,Off Hand,Held In Off-Hand,
8708,Hammer of Expertise,inv_hammer_24,epic,Main Hand,Mace,
8746,Interlaced Cowl,inv_helmet_28,poor,Head,Cloth,
8747,Hardened Leather Helm,inv_helmet_15,poor,Head,Leather,
8748,Double Mail Coif,inv_helmet_39,poor,Head,Mail,
8749,Crochet Hat,inv_helmet_15,poor,Head,Cloth,
8750,Thick Leather Hat,inv_helmet_11,poor,Head,Leather,
8751,Overlinked Coif,inv_helmet_39,poor,Head,Mail,
8752,Laminated Scale Circlet,inv_crown_01,poor,Head,Mail,
8753,Smooth Leather Helmet,inv_helmet_12,poor,Head,Leather,
8754,Twill Cover,inv_helmet_33,poor,Head,Cloth,
8755,Light Plate Helmet,inv_helmet_03,poor,Head,Plate,
9243,Shriveled Heart,inv_misc_organ_01,uncommon,Neck,Neck,
9285,Field Plate Vambraces,inv_bracer_17,uncommon,Wrist,Plate,
9286,Field Plate Armor,inv_chest_plate14,uncommon,Chest,Plate,
9287,Field Plate Gauntlets,inv_gauntlets_04,uncommon,Hands,Plate,
9288,Field Plate Girdle,inv_belt_03,uncommon,Waist,Plate,
9289,Field Plate Boots,inv_boots_01,uncommon,Feet,Plate,
9290,Field Plate Helmet,inv_helmet_22,uncommon,Head,Plate,
9291,Field Plate Leggings,inv_pants_03,uncommon,Legs,Plate,
9292,Field Plate Pauldrons,inv_shoulder_09,uncommon,Shoulder,Plate,
9333,Tarnished Silver Necklace,inv_belt_18,poor,Neck,Neck,
9359,Wirt's Third Leg,inv_misc_flute_01,rare,One-hand,Mace,BOE
9362,Brilliant Gold Ring,inv_jewelry_ring_03,uncommon,Finger,Finger,
9366,Golden Scale Gauntlets,inv_gauntlets_29,uncommon,Hands,Mail,Crafted
9372,Sul'thraze the Lasher,inv_sword_40,epic,Two-hand,Sword,
9375,Expert Goldminer's Helmet,inv_helmet_18,rare,Head,Leather,BOE
9378,Shovelphlange's Mining Axe,inv_pick_02,rare,One-hand,Axe,BOE
9379,Sang'thraze the Deflector,inv_sword_45,rare,One-hand,Sword,
9381,Earthen Rod,inv_staff_17,rare,Ranged,Wand,BOE
9382,Tromping Miner's Boots,inv_boots_08,uncommon,Feet,Leather,
9383,Obsidian Cleaver,inv_axe_14,rare,Two-hand,Axe,BOE
9384,Stonevault Shiv,inv_weapon_shortblade_18,rare,One-hand,Dagger,BOE
9385,Archaic Defender,inv_sword_41,rare,Two-hand,Sword,BOE
9386,Excavator's Brand,inv_torch_lit,rare,One-hand,Mace,BOE
9387,Revelosh's Boots,inv_boots_plate_06,uncommon,Feet,Plate,
9388,Revelosh's Armguards,inv_bracer_16,uncommon,Wrist,Mail,
9389,Revelosh's Spaulders,inv_shoulder_25,uncommon,Shoulder,Leather,
9390,Revelosh's Gloves,inv_gauntlets_17,uncommon,Hands,Cloth,
9391,The Shoveler,inv_misc_shovel_02,rare,Two-hand,Mace,BOE
9392,Annealed Blade,inv_sword_26,rare,One-hand,Sword,BOE
9393,Beacon of Hope,inv_misc_lantern_01,rare,Off Hand,Held In Off-Hand,BOE
9394,Horned Viking Helmet,inv_helmet_25,rare,Head,Plate,
9395,Gloves of Old,inv_gauntlets_24,rare,Hands,Cloth,BOE
9396,Legguards of the Vault,inv_pants_10,rare,Legs,Mail,BOE
9397,Energy Cloak,inv_misc_cape_18,rare,Back,Cloth,BOE
9398,Worn Running Boots,inv_boots_02,uncommon,Feet,Leather,
9399,Precision Arrow,inv_ammo_arrow_01,uncommon,Projectile,Arrow,
9400,Baelog's Shortbow,inv_weapon_bow_11,common,Ranged,Bow,
9401,Nordic Longshank,inv_sword_24,rare,One-hand,Sword,
9402,Earthborn Kilt,inv_pants_12,rare,Legs,Leather,BOE
9403,Battered Viking Shield,inv_shield_07,common,Off Hand,Shield,
9404,Olaf's All Purpose Shield,inv_shield_02,rare,Off Hand,Shield,
9405,Girdle of Golem Strength,inv_belt_27,rare,Waist,Mail,BOE
9406,Spirewind Fetter,inv_chest_leather_08,rare,Chest,Leather,BOE
9407,Stoneweaver Leggings,inv_pants_01,rare,Legs,Cloth,
9408,Ironshod Bludgeon,inv_staff_28,rare,Two-hand,Staff,
9409,Ironaya's Bracers,inv_bracer_19,rare,Wrist,Mail,
9410,Cragfists,inv_gauntlets_12,rare,Hands,Plate,
9411,Rockshard Pauldrons,inv_shoulder_02,uncommon,Shoulder,Mail,
9412,Galgann's Fireblaster,inv_weapon_rifle_07,rare,Ranged,Gun,
9413,The Rockpounder,inv_hammer_12,rare,Two-hand,Mace,
9414,Oilskin Leggings,inv_pants_06,uncommon,Legs,Leather,
9415,Grimlok's Tribal Vestments,inv_shirt_05,rare,Chest,Cloth,
9416,Grimlok's Charge,inv_spear_08,rare,Two-hand,Polearm,
9418,Stoneslayer,inv_sword_47,rare,Two-hand,Sword,
9419,Galgann's Firehammer,inv_hammer_17,uncommon,One-hand,Mace,
9420,Adventurer's Pith Helmet,inv_helmet_15,rare,Head,Leather,BOE
9422,Shadowforge Bushmaster,inv_musket_02,rare,Ranged,Gun,BOE
9423,The Jackhammer,inv_hammer_07,rare,Two-hand,Mace,BOE
9424,Ginn-su Sword,inv_sword_42,rare,One-hand,Sword,BOE
9425,Pendulum of Doom,inv_weapon_halberd_08,rare,Two-hand,Axe,BOE
9426,Monolithic Bow,inv_weapon_bow_01,rare,Ranged,Bow,BOE
9427,Stonevault Bonebreaker,inv_misc_bone_01,rare,One-hand,Mace,BOE
9428,Unearthed Bands,inv_bracer_06,rare,Wrist,Leather,BOE
9429,Miner's Hat of the Deep,inv_helmet_15,rare,Head,Cloth,BOE
9430,Spaulders of a Lost Age,inv_shoulder_18,rare,Shoulder,Mail,BOE
9431,Papal Fez,inv_helmet_28,rare,Head,Cloth,BOE
9432,Skullplate Bracers,inv_bracer_14,rare,Wrist,Plate,BOE
9433,Forgotten Wraps,inv_bracer_12,rare,Wrist,Cloth,BOE
9434,Elemental Raiment,inv_chest_leather_03,rare,Chest,Cloth,BOE
9435,Reticulated Bone Gauntlets,inv_gauntlets_11,rare,Hands,Mail,BOE
9445,Grubbis Paws,inv_gauntlets_17,rare,Hands,Mail,
9446,Electrocutioner Leg,inv_sword_30,rare,Main Hand,Sword,
9447,Electrocutioner Lagnut,inv_misc_gear_04,rare,Finger,Finger,
9448,Spidertank Oilrag,inv_misc_bandage_09,uncommon,Wrist,Cloth,
9449,Manual Crowd Pummeler,inv_mace_14,rare,Two-hand,Mace,
9450,Gnomebot Operating Boots,inv_boots_03,uncommon,Feet,Leather,
9452,Hydrocane,inv_staff_15,rare,Two-hand,Staff,
9453,Toxic Revenger,inv_weapon_shortblade_02,rare,One-hand,Dagger,
9454,Acidic Walkers,inv_boots_05,rare,Feet,Cloth,
9455,Emissary Cuffs,inv_bracer_09,rare,Wrist,Leather,
9456,Glass Shooter,inv_weapon_rifle_02,rare,Ranged,Gun,
9457,Royal Diplomatic Scepter,inv_mace_08,rare,One-hand,Mace,
9458,Thermaplugg's Central Core,inv_shield_10,rare,Off Hand,Shield,
9459,Thermaplugg's Left Arm,inv_axe_03,rare,Two-hand,Axe,
9461,Charged Gear,inv_misc_gear_01,rare,Finger,Finger,
9465,Digmaster 5000,inv_pick_01,rare,One-hand,Axe,BOE
9467,Gahz'rilla Fang,inv_misc_monsterfang_01,uncommon,One-hand,Dagger,
9469,Gahz'rilla Scale Armor,inv_chest_chain_06,rare,Chest,Mail,
9470,Bad Mojo Mask,inv_banner_01,rare,Head,Cloth,
9473,Jinxed Hoodoo Skin,inv_chest_leather_05,rare,Chest,Leather,
9474,Jinxed Hoodoo Kilt,inv_pants_05,rare,Legs,Leather,
9475,Diabolic Skiver,inv_spear_01,rare,Two-hand,Polearm,
9476,Big Bad Pauldrons,inv_shoulder_01,rare,Shoulder,Plate,
9477,The Chief's Enforcer,inv_staff_goldfeathered_01,rare,Two-hand,Staff,
9478,Ripsaw,inv_axe_07,rare,Main Hand,Axe,
9479,Embrace of the Lycan,ability_mount_whitedirewolf,rare,Head,Leather,
9480,Eyegouger,inv_spear_05,rare,Two-hand,Polearm,
9481,The Minotaur,inv_axe_03,rare,Two-hand,Axe,
9482,Witch Doctor's Cane,inv_staff_31,rare,Two-hand,Staff,
9483,Flaming Incinerator,inv_torch_lit,rare,Ranged,Wand,
9484,Spellshock Leggings,inv_pants_08,rare,Legs,Cloth,
9485,Vibroblade,inv_axe_14,rare,One-hand,Axe,
9486,Supercharger Battle Axe,inv_axe_21,rare,Two-hand,Axe,
9487,Hi-tech Supergun,inv_weapon_rifle_06,rare,Ranged,Gun,
9488,Oscillating Power Hammer,inv_hammer_08,rare,One-hand,Mace,
9489,Gyromatic Icemaker,inv_wand_05,uncommon,Ranged,Wand,
9490,Gizmotron Megachopper,inv_sword_37,rare,Two-hand,Sword,
9491,Hotshot Pilot's Gloves,inv_gauntlets_16,rare,Hands,Cloth,
9492,Electromagnetic Gigaflux Reactivator,inv_gizmo_01,rare,Head,Cloth,
9508,Mechbuilder's Overalls,inv_shirt_14,rare,Chest,Cloth,
9509,Petrolspill Leggings,inv_pants_08,rare,Legs,Leather,
9510,Caverndeep Trudgers,inv_boots_01,rare,Feet,Mail,
9511,Bloodletter Scalpel,inv_sword_40,rare,One-hand,Sword,
9512,Blackmetal Cape,inv_misc_cape_05,rare,Back,Cloth,
9513,Ley Staff,inv_staff_21,uncommon,Two-hand,Staff,
9514,Arcane Staff,inv_staff_10,uncommon,Two-hand,Staff,
9515,Nether-lace Tunic,inv_shirt_07,uncommon,Chest,Cloth,
9516,Astral Knot Blouse,inv_shirt_11,uncommon,Chest,Cloth,
9517,Celestial Stave,inv_staff_14,rare,Two-hand,Staff,
9518,Mud's Crushers,inv_gauntlets_25,uncommon,Hands,Leather,
9519,Durtfeet Stompers,inv_boots_06,uncommon,Feet,Cloth,
9520,Silent Hunter,inv_weapon_shortblade_18,uncommon,One-hand,Dagger,
9521,Skullsplitter,inv_axe_06,uncommon,Two-hand,Axe,
9522,Energized Stone Circle,inv_shield_10,uncommon,Off Hand,Shield,
9527,Spellshifter Rod,inv_wand_11,uncommon,Two-hand,Staff,
9531,Gemshale Pauldrons,inv_shoulder_23,uncommon,Shoulder,Plate,
9533,Masons Fraternity Ring,inv_jewelry_ring_03,rare,Finger,Finger,
9534,Engineer's Guild Headpiece,inv_helmet_33,rare,Head,Leather,
9535,Fire-welded Bracers,inv_bracer_02,uncommon,Wrist,Mail,
9536,Fairywing Mantle,inv_shoulder_02,uncommon,Shoulder,Cloth,
9538,Talvash's Gold Ring,inv_jewelry_ring_03,rare,Finger,Finger,
9588,Nogg's Gold Ring,inv_jewelry_ring_03,rare,Finger,Finger,
9598,Sleeping Robes,inv_chest_cloth_36,uncommon,Chest,Cloth,
9599,Barkmail Leggings,inv_pants_03,uncommon,Legs,Mail,
9600,Lace Pants,inv_pants_09,common,Legs,Cloth,
9601,Cushioned Boots,inv_boots_05,common,Feet,Leather,
9602,Brushwood Blade,inv_sword_06,uncommon,Two-hand,Sword,
9603,Gritroot Staff,inv_staff_22,uncommon,Two-hand,Staff,
9604,Mechanic's Pipehammer,inv_mace_04,uncommon,Two-hand,Mace,
9605,Repairman's Cape,inv_misc_cape_06,uncommon,Back,Cloth,
9607,Bastion of Stormwind,inv_shield_06,uncommon,Off Hand,Shield,
9608,Shoni's Disarming Tool,inv_misc_wrench_01,uncommon,Off Hand,Axe,
9609,Shilly Mitts,inv_gauntlets_27,uncommon,Hands,Cloth,
9622,Reedknot Ring,inv_belt_33,uncommon,Finger,Finger,
9623,Civinad Robes,inv_chest_cloth_18,rare,Chest,Cloth,
9624,Triprunner Dungarees,inv_pants_08,rare,Legs,Leather,
9625,Dual Reinforced Leggings,inv_pants_03,rare,Legs,Mail,
9626,Dwarven Charge,inv_axe_09,uncommon,Two-hand,Axe,
9627,Explorer's League Lodestar,inv_misc_lantern_01,uncommon,Off Hand,Held In Off-Hand,
9630,Pratt's Handcrafted Boots,inv_boots_07,uncommon,Feet,Leather,
9631,Pratt's Handcrafted Gloves,inv_gauntlets_23,uncommon,Hands,Leather,
9632,Jangdor's Handcrafted Gloves,inv_gauntlets_23,uncommon,Hands,Leather,
9633,Jangdor's Handcrafted Boots,inv_boots_05,uncommon,Feet,Leather,
9634,Skilled Handling Gloves,inv_gauntlets_22,uncommon,Hands,Cloth,
9635,Master Apothecary Cape,inv_misc_cape_11,uncommon,Back,Cloth,
9636,Swashbuckler Sash,inv_misc_bandana_03,uncommon,Waist,Cloth,
9637,Shinkicker Boots,inv_boots_plate_07,uncommon,Feet,Plate,
9638,Chelonian Cuffs,inv_bracer_06,uncommon,Wrist,Mail,
9639,The Hand of Antu'sul,inv_mace_11,rare,Main Hand,Mace,
9640,Vice Grips,inv_gauntlets_26,rare,Hands,Plate,
9641,Lifeblood Amulet,inv_jewelry_necklace_02,rare,Neck,Neck,
9642,Band of the Great Tortoise,inv_jewelry_ring_10,uncommon,Finger,Finger,
9643,Optomatic Deflector,inv_shield_02,uncommon,Off Hand,Shield,
9644,Thermotastic Egg Timer,inv_misc_bomb_03,uncommon,Off Hand,Held In Off-Hand,
9645,Gnomish Inventor Boots,inv_boots_01,uncommon,Feet,Cloth,
9646,Gnomish Water Sinking Device,inv_boots_plate_07,uncommon,Feet,Plate,
9647,Failed Flying Experiment,inv_shoulder_25,uncommon,Shoulder,Leather,
9648,Chainlink Towel,inv_misc_cape_05,uncommon,Back,Cloth,
9649,Royal Highmark Vestments,inv_chest_cloth_17,uncommon,Chest,Cloth,
9650,Honorguard Chestpiece,inv_chest_plate16,uncommon,Chest,Mail,
9651,Gryphon Rider's Stormhammer,inv_hammer_01,uncommon,Main Hand,Mace,
9652,Gryphon Rider's Leggings,inv_pants_13,uncommon,Legs,Leather,
9653,Speedy Racer Goggles,inv_helmet_47,uncommon,Head,Cloth,
9654,Cairnstone Sliver,inv_wand_07,uncommon,Ranged,Wand,
9655,Seedtime Hoop,inv_jewelry_ring_12,uncommon,Finger,Finger,
9656,Granite Grips,inv_gauntlets_29,uncommon,Hands,Plate,
9657,Vinehedge Cinch,inv_belt_17,uncommon,Waist,Leather,
9658,Boots of the Maharishi,inv_boots_02,uncommon,Feet,Cloth,
9660,Stargazer Cloak,inv_misc_cape_08,uncommon,Back,Cloth,
